text{ key = "copyright_menu.made_by_fans.line1", value = "This game was created by fans," }
text{ key = "inventory.item_caption.inventory/bow_PLAYER.1", value = "Thief's Bow" }
text{ key = "inventory.item_caption.inventory/bow_light.1", value = "Bow of Light" }
text{ key = "inventory.item_caption.inventory/cane_of_byrna.1", value = "Cane of Byrna" }
text{ key = "inventory.item_caption.inventory/cane_of_somaria.1", value = "Cane of Somaria" }
text{ key = "inventory.item_caption.inventory/clock.1", value = "Clock" }
text{ key = "inventory.item_caption.inventory/din_medallion.1", value = "Din Medallion" }
text{ key = "inventory.item_caption.inventory/echange.1", value = "Spices Bottle" }
text{ key = "inventory.item_caption.inventory/echange.2", value = "Sugar Crystal" }
text{ key = "inventory.item_caption.inventory/echange.3", value = "Honey" }
text{ key = "inventory.item_caption.inventory/echange_1st_solarus_quest.1", value = "Ordinary Mirror" }
text{ key = "inventory.item_caption.inventory/echange_1st_solarus_quest.2", value = "New Broom" }
text{ key = "inventory.item_caption.inventory/echange_1st_solarus_quest.3", value = "Diamond" }
text{ key = "inventory.item_caption.inventory/echange_1st_solarus_quest.4", value = "Book about Stones" }
text{ key = "inventory.item_caption.inventory/echange_1st_solarus_quest.5", value = "Pearl Necklace" }
text{ key = "inventory.item_caption.inventory/farore_medallion.1", value = "Farore Medallion" }
text{ key = "inventory.item_caption.inventory/feather.1", value = "Roc's Feather" }
text{ key = "inventory.item_caption.inventory/fire_rod.1", value = "Fire Rod" }
text{ key = "inventory.item_caption.inventory/hammer.1", value = "Hammer" }
text{ key = "inventory.item_caption.inventory/hookshot.1", value = "Hookshot" }
text{ key = "inventory.item_caption.inventory/hookshot.2", value = "Longshot" }
text{ key = "inventory.item_caption.inventory/ice_rod.1", value = "Ice Rod" }
text{ key = "inventory.item_caption.inventory/lamp.1", value = "Lamp" }
text{ key = "inventory.item_caption.inventory/magic_cape.1", value = "Magic Cape" }
text{ key = "inventory.item_caption.inventory/magic_mirror.1", value = "Magic Mirror" }
text{ key = "inventory.item_caption.inventory/magic_mushroom.1", value = "Mushroom" }
text{ key = "inventory.item_caption.inventory/magic_powder.1", value = "Magic Powder" }
text{ key = "inventory.item_caption.inventory/monicle_truth.1", value = "Lens of Truth" }
text{ key = "inventory.item_caption.inventory/nayru_medallion.1", value = "Nayru Medallion" }
text{ key = "inventory.item_caption.inventory/ocarina.1", value = "Ocarina" }
text{ key = "inventory.item_caption.songs/flight_song.1", value = "Song of Soaring" }
text{ key = "inventory.item_caption.songs/sun_song.1", value = "Sun Song" }
text{ key = "inventory.item_caption.songs/zelda_song.1", value = "Zelda's Lullaby" }
text{ key = "inventory.item_caption.treasures/loot_chuchu_blue.1", value = "Gelée Chuchu bleue" }
text{ key = "inventory.item_caption.treasures/loot_chuchu_green.1", value = "Gelée Chuchu verte" }
text{ key = "inventory.item_caption.treasures/loot_chuchu_red.1", value = "Gelée Chuchu rouge" }
text{ key = "inventory.item_caption.treasures/loot_joy_pendant.1", value = "Pendentif du Bonheur" }
text{ key = "inventory.item_caption.treasures/loot_knight_crest.1", value = "Blason d'Epéiste" }
text{ key = "inventory.item_caption.treasures/loot_lucky_egg.1", value = "Oeuf Chance" }
text{ key = "inventory.item_caption.treasures/loot_monster_claw.1", value = "Griffe de Monstre" }
text{ key = "inventory.item_caption.treasures/loot_stalfos_skull.1", value = "Crane de Stalfos" }
text{ key = "inventory.item_caption.treasures/loot_stalfos_skull_gold.1", value = "Crane de Stalfos doré" }
text{ key = "inventory.item_caption.treasures/spoils_bag.1", value = "Sac à Butins" }
text{ key = "inventory.item_caption.treasures/treasure_amber_pearl.1", value = "Perle d'Ambre" }
text{ key = "inventory.item_caption.treasures/treasure_demon_fossil.1", value = "Fossile de Monstre" }
text{ key = "inventory.item_caption.treasures/treasure_draconian_scale.1", value = "Ecaille de Draconien" }
text{ key = "inventory.item_caption.treasures/treasure_goron_amber.1", value = "Ambre Goron" }
text{ key = "inventory.item_caption.treasures/treasure_moon.1", value = "Lune" }
text{ key = "inventory.item_caption.treasures/treasure_pink_coral.1", value = "Fragment de Corail" }
text{ key = "inventory.item_caption.treasures/treasure_royal_ring.1", value = "Anneau royal" }
text{ key = "inventory.item_caption.treasures/treasure_shadow_pearl.1", value = "Perle d'Ombre" }
text{ key = "inventory.item_caption.treasures/treasure_zora_crown.1", value = "Couronne Zora" }
text{ key = "inventory.item_caption.treasures/treasures_bag.1", value = "Sac à Trésors" }
text{ key = "labors_castle_caption", value = "???" }
text{ key = "light_world_caption", value = "Kingdom of Hyrule" }
text{ key = "light_world_caption_1st_solarus_quest", value = "Hyrule - 1st Solarus Qst" }
text{ key = "light_world_caption_tott", value = "Hyrule - TotT" }
text{ key = "location.1st_solarus_quest.death_path", value = "Death Path" }
text{ key = "location.1st_solarus_quest.din_shrine", value = "Din Shrine" }
text{ key = "location.1st_solarus_quest.farore_shrine", value = "Farore Shrine" }
text{ key = "location.1st_solarus_quest.forest_village", value = "Forest Village" }
text{ key = "location.1st_solarus_quest.great_shop", value = "Great Shop" }
text{ key = "location.1st_solarus_quest.hero_cave", value = "Hero's Cave" }
text{ key = "location.1st_solarus_quest.illusion_woods", value = "Illusion Woods" }
text{ key = "location.1st_solarus_quest.lake_village", value = "Lake Village" }
text{ key = "location.1st_solarus_quest.link_house", value = "Departure Grounds" }
text{ key = "location.1st_solarus_quest.nayru_shrine", value = "Nayru Shrine" }
text{ key = "location.castle_oblivion_1ET", value = "2nd Floor - Tower of the Triforce" }
text{ key = "location.castle_oblivion_2ET", value = "3rd Floor - The 1st Solarus Quest" }
text{ key = "location.castle_oblivion_3ET", value = "4th Floor - Retranscriptions" }
text{ key = "location.castle_oblivion_RDC", value = "Oblivion Castle" }
text{ key = "location.castle_town", value = "Castle Town" }
text{ key = "location.ganon_castle", value = "Ganon's Castle" }
text{ key = "location.ganon_tower", value = "Ganon's Tower" }
text{ key = "location.gerudo_prairie", value = "Gerudo Prairie" }
text{ key = "location.hera_mountain", value = "Hera Mountain" }
text{ key = "location.hyrule_castle", value = "Hyrule Castle" }
text{ key = "location.hyrule_castle_tower", value = "Hyrule Castle Tower" }
text{ key = "location.hyrule_field", value = "Hyrule Field" }
text{ key = "location.hyrule_field_east", value = "Plaine Est d'Hyrule" }
text{ key = "location.hyrule_field_north", value = "Plaine Nord d'Hyrule" }
text{ key = "location.hyrule_field_south", value = "Plaine Sud d'Hyrule" }
text{ key = "location.hyrule_field_west", value = "Plaine Ouest d'Hyrule" }
text{ key = "location.kakariko_village", value = "Kakariko Village" }
text{ key = "location.kokiri_forest", value = "Kokiri Forest" }
text{ key = "location.kokiri_garden", value = "Kokiri Garden" }
text{ key = "location.lake_hylia", value = "Lake Hylia" }
text{ key = "location.light_temple", value = "Light Temple" }
text{ key = "location.lost_woods", value = "Lost Woods" }
text{ key = "location.tott.abuda_archipelago", value = "Abuda Archipelago" }
text{ key = "location.tott.hylia_waterfall", value = "Hylia Waterfalls" }
text{ key = "location.tott.hyrule_castle_tower", value = "Hyrule Castle Tower" }
text{ key = "location.tott.ice_cavern", value = "Ice cavern" }
text{ key = "location.unknown", value = "???" }
text{ key = "location.zora_waterfalls", value = "Zora Waterfalls" }
text{ key = "menu_title.bags", value = "TREASURES" }
text{ key = "menu_title.inventory", value = "INVENTORY" }
text{ key = "menu_title.map", value = "MAP" }
text{ key = "menu_title.options", value = "OPTIONS" }
text{ key = "menu_title.quest_status", value = "QUEST STATUS" }
text{ key = "menu_title.songs", value = "SONGS" }
text{ key = "options_menu.back", value = "BACK" }
text{ key = "options_menu.cheats_unlocked", value = "Félicitations ! Tu as débloqué les Cheats du jeu !$Ils s'activent via le clavier en pleine partie:$- P te rendra tous tes coeurs.$- I te rendra toute ta magie.$- O te remplira ta bourse de rubis.$- Enfin, la touche R te permettra de te$déplacer à toute vitesse.$Note: Si tu viens de débloquer les cheats,$tu devras redémarrer le jeu pour les utiliser." }
text{ key = "options_menu.language", value = "LANGUAGE" }
text{ key = "options_menu.last_option", value = "CHEATS" }
text{ key = "options_menu.last_option_hidden", value = "??????" }
text{ key = "options_menu.link_voice", value = "LINK VOICE" }
text{ key = "options_menu.link_voice_no", value = "no" }
text{ key = "options_menu.link_voice_yes", value = "yes" }
text{ key = "options_menu.music_volume", value = "MUSIC" }
text{ key = "options_menu.need_achievements", value = "Tu dois avoir remporté tous$les Succès pour dévoiler$cette option..." }
text{ key = "options_menu.sound_volume", value = "SOUND" }
text{ key = "options_menu.title", value = "OPTIONS" }
text{ key = "options_menu.video_filter", value = "VIDEO FILTER" }
text{ key = "options_menu.video_filter_nil", value = "no" }
text{ key = "pause.commands.action", value = "Action" }
text{ key = "pause.commands.action_to_configure", value = "Press Action" }
text{ key = "pause.commands.commands", value = "Commands" }
text{ key = "pause.commands.down", value = "Down" }
text{ key = "pause.commands.fullscreen", value = "Full Screen" }
text{ key = "pause.commands.item_1", value = "Item 1" }
text{ key = "pause.commands.item_2", value = "Item 2" }
text{ key = "pause.commands.joypad", value = "Joypad" }
text{ key = "pause.commands.keyboard", value = "Keyboard" }
text{ key = "pause.commands.left", value = "Left" }
text{ key = "pause.commands.look", value = "Look around" }
text{ key = "pause.commands.map", value = "Map" }
text{ key = "pause.commands.pause", value = "Pause" }
text{ key = "pause.commands.press_new_key", value = "Press new Key" }
text{ key = "pause.commands.right", value = "Right" }
text{ key = "pause.commands.roll", value = "Roll" }
text{ key = "pause.commands.save", value = "Save" }
text{ key = "pause.commands.sword", value = "Attack" }
text{ key = "pause.commands.title", value = "COMMANDS" }
text{ key = "pause.commands.up", value = "Up" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_arrows.1", value = "Arrows Upgrade - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_arrows.2", value = "Arrows Upgrade - OFF" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_attack.1", value = "Attack Upgrade - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_attack.2", value = "Attack Upgrade - OFF" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_bombs.1", value = "Bombs Upgrade - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_bombs.2", value = "Bombs Upgrade - OFF" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_casual.1", value = "Help for Casuals - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_casual.2", value = "Help for Casuals - OFF" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_defence.1", value = "Defense Upgrade - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_defence.2", value = "Defense Upgrade - OFF" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_magic.1", value = "Magic Upgrade - ON" }
text{ key = "quest_status.item_caption.upgrade_cards/tott_magic.2", value = "Magic Upgrade - OFF" }
text{ key = "savegames_menu.cancel", value = "CANCEL" }
text{ key = "savegames_menu.delete", value = "DELETE" }
text{ key = "savegames_menu.delete_question", value = "ARE YOU SURE ?" }
text{ key = "savegames_menu.heroic_mode_question", value = "HEROIC MODE ?" }
text{ key = "savegames_menu.load", value = "LOAD" }
text{ key = "savegames_menu.no", value = "NO" }
text{ key = "savegames_menu.options", value = "OPTIONS" }
text{ key = "savegames_menu.records", value = "COMING SOON" }
text{ key = "savegames_menu.title", value = "FILE SELECT" }
text{ key = "savegames_menu.yes", value = "YES" }
text{ key = "stats_menu.death_count", value = "Game over: $v" }
text{ key = "stats_menu.end", value = "THE END" }
text{ key = "stats_menu.final_rank_bronze", value = "Rank : BRONZE" }
text{ key = "stats_menu.final_rank_gold", value = "Rank : GOLD" }
text{ key = "stats_menu.final_rank_platinum", value = "Rank : PLATINUM" }
text{ key = "stats_menu.final_rank_silver", value = "Rank : SILVER" }
text{ key = "stats_menu.force_gems", value = "Remembrance Shards :" }
text{ key = "stats_menu.game_time", value = "Play Time :" }
text{ key = "stats_menu.items", value = "Items :" }
text{ key = "stats_menu.items_dungeons", value = "Galleries Keys :" }
text{ key = "stats_menu.items_equipment", value = "Equipment Items :" }
text{ key = "stats_menu.items_inventory", value = "Upgrades Cards :" }
text{ key = "stats_menu.items_main_quest", value = "Completion Trophies :" }
text{ key = "stats_menu.percent", value = "Total Progress : $v %" }
text{ key = "stats_menu.pieces_of_heart", value = "Heart Pieces :" }
text{ key = "stats_menu.title", value = "STATISTICS" }
text{ key = "stats_menu.title_wave_1", value = "STATISTICS WAVE 1" }
text{ key = "stats_menu.title_wave_2", value = "STATISTICS WAVE 2" }
